animal_id,trial_type,perc_cor,mt,er_mt
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.669354839,0.518549398,0.533478354
dw07,go,0.783216783,0.583277232,0.729399194
dw07,go,0.783216783,0.583277232,0.729399194
dw07,go,0.783216783,0.583277232,0.729399194
dw07,go,0.783216783,0.583277232,0.729399194
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.780141844,0.492243182,0.528791935
dw07,go,0.663265306,0.577813269,0.585580682
dw07,go,0.763636364,0.441172222,0.580310577
dw07,go,0.758364312,0.460960172,0.493246154
dw07,go,0.758364312,0.460960172,0.493246154
dw07,go,0.758364312,0.460960172,0.493246154
dw07,go,0.758364312,0.460960172,0.493246154
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.74691358,0.451215496,0.46992622
dw07,go,0.733905579,0.577676608,0.610840323
dw07,go,0.733905579,0.577676608,0.610840323
dw07,go,0.795275591,0.543682921,0.603869608
dw08,go,0.795275591,0.543682921,0.603869608
dw08,go,0.795275591,0.543682921,0.603869608
dw08,go,0.771428571,0.699297037,0.755539474
dw08,go,0.771428571,0.699297037,0.755539474
dw08,go,0.771428571,0.699297037,0.755539474
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.759776536,0.560169853,0.615062791
dw08,go,0.666666667,0.564379664,0.612162313
dw08,go,0.666666667,0.564379664,0.612162313
dw08,go,0.666666667,0.564379664,0.612162313
dw08,go,0.666666667,0.564379664,0.612162313
dw08,go,0.666666667,0.564379664,0.612162313
dw08,go,0.75862069,0.48019,0.526452899
dw08,go,0.75862069,0.48019,0.526452899
dw08,go,0.688953488,0.425556857,0.469449286
dw08,go,0.746130031,0.600079149,0.715837963
dw08,go,0.746130031,0.600079149,0.715837963
dw08,go,0.746130031,0.600079149,0.715837963
dw08,go,0.729083665,0.554468306,0.592499265
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.76119403,0.496056373,0.604611328
dw08,go,0.790322581,0.551941327,0.641309868
dw08,go,0.790322581,0.551941327,0.641309868
dw08,go,0.790322581,0.551941327,0.641309868
dw08,go,0.790322581,0.551941327,0.641309868
dw08,go,0.790322581,0.551941327,0.641309868
dw08,go,0.773584906,0.572279573,0.647645833
dw08,go,0.864321608,0.473051017,0.54372037
dw08,go,0.864321608,0.473051017,0.54372037
dw08,go,0.864321608,0.473051017,0.54372037
dw08,go,0.654545455,0.611930093,0.64968114
dw08,go,0.654545455,0.611930093,0.64968114
dw08,go,0.654545455,0.611930093,0.64968114
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.696850394,0.739966102,0.759670455
dw08,go,0.700636943,0.559603523,0.608592391
dw08,go,0.740932642,0.581098427,0.6362515
dw08,go,0.740932642,0.581098427,0.6362515
dw08,go,0.740932642,0.581098427,0.6362515
dw08,go,0.740932642,0.581098427,0.6362515
dw08,go,0.724444444,0.498197393,0.571547581
dw08,go,0.724444444,0.498197393,0.571547581
dw08,go,0.724444444,0.498197393,0.571547581
dw08,go,0.724444444,0.498197393,0.571547581
dw08,go,0.724444444,0.498197393,0.571547581
dw08,go,0.862068966,0.469326571,0.552342857
dw08,go,0.862068966,0.469326571,0.552342857
dw08,go,0.862068966,0.469326571,0.552342857
dw08,go,0.862068966,0.469326571,0.552342857
dw08,go,0.852564103,0.479780263,0.610101087
dw08,go,0.67027027,0.724302016,0.813882377
dw08,go,0.67027027,0.724302016,0.813882377
dw08,go,0.67027027,0.724302016,0.813882377
dw08,go,0.67027027,0.724302016,0.813882377
dw08,go,0.80625,0.60792345,0.624914516
dw08,go,0.80625,0.60792345,0.624914516
dw08,go,0.80625,0.60792345,0.624914516
dw08,go,0.80625,0.60792345,0.624914516
dw08,go,0.80625,0.60792345,0.624914516
dw08,go,0.830882353,0.524292146,0.610183523
dw08,go,0.784660767,0.525890602,0.627789583
dw08,go,0.77972028,0.456977578,0.504797222
dw08,go,0.77972028,0.456977578,0.504797222
dw08,go,0.77972028,0.456977578,0.504797222
dw08,go,0.77972028,0.456977578,0.504797222
dw08,go,0.77972028,0.456977578,0.504797222
dw08,go,0.772908367,0.462744201,0.518510088
dw08,go,0.772908367,0.462744201,0.518510088
dw08,go,0.772908367,0.462744201,0.518510088
dw08,go,0.772908367,0.462744201,0.518510088
dw08,go,0.772908367,0.462744201,0.518510088
dw08,go,0.804270463,0.639222456,0.742676364
dw08,go,0.705882353,0.55403375,0.662986735
dw08,go,0.705882353,0.55403375,0.662986735
dw08,go,0.705882353,0.55403375,0.662986735
dw08,go,0.705882353,0.55403375,0.662986735
dw08,go,0.719298246,0.538125,0.561452344
dw08,go,0.719298246,0.538125,0.561452344
dw08,go,0.719298246,0.538125,0.561452344
dw08,go,0.719298246,0.538125,0.561452344
dw08,go,0.719298246,0.538125,0.561452344
dw08,go,0.793103448,0.465924348,0.55205
dw08,go,0.793103448,0.465924348,0.55205
dw08,go,0.793103448,0.465924348,0.55205
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.800675676,0.598979325,0.730878947
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.759036145,0.531805754,0.589870625
dw08,go,0.8,0.416939063,0.466223958
dw08,go,0.869565217,0.64295625,0.767065476
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.718978102,0.476398096,0.522369737
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.665853659,0.45744478,0.499625547
dw08,go,0.724747475,0.523901394,0.561470833
dw08,go,0.724747475,0.523901394,0.561470833
dw08,go,0.724747475,0.523901394,0.561470833
dw09,go,0.724747475,0.523901394,0.561470833
dw09,go,0.724747475,0.523901394,0.561470833
dw09,go,0.724747475,0.523901394,0.561470833
dw09,go,0.792857143,0.611710135,0.683016667
dw09,go,0.792857143,0.611710135,0.683016667
dw09,go,0.792857143,0.611710135,0.683016667
dw09,go,0.792857143,0.611710135,0.683016667
dw09,go,0.781990521,0.642302424,0.684108696
dw09,go,0.781990521,0.642302424,0.684108696
dw09,go,0.781990521,0.642302424,0.684108696
dw09,go,0.781990521,0.642302424,0.684108696
dw01,stop,0.567010309,0.563956364,0.41172622
dw01,stop,0.567010309,0.563956364,0.41172622
dw01,stop,0.567010309,0.563956364,0.41172622
dw01,stop,0.816326531,0.608955,0.492555556
dw01,stop,0.816326531,0.608955,0.492555556
dw01,stop,0.816326531,0.608955,0.492555556
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.59223301,0.662192213,0.46177375
dw01,stop,0.616438356,0.613848889,0.461791071
dw01,stop,0.842105263,0.679466146,0.513194444
dw01,stop,0.842105263,0.679466146,0.513194444
dw01,stop,0.842105263,0.679466146,0.513194444
dw01,stop,0.842105263,0.679466146,0.513194444
dw01,stop,0.842105263,0.679466146,0.513194444
dw01,stop,0.533898305,0.631074603,0.398782727
dw01,stop,0.58974359,0.853063043,0.671103125
dw01,stop,0.58974359,0.853063043,0.671103125
dw01,stop,0.6,0.61938125,0.497902604
dw01,stop,0.6,0.61938125,0.497902604
dw01,stop,0.6,0.61938125,0.497902604
dw01,stop,0.6,0.61938125,0.497902604
dw01,stop,0.681818182,0.700021667,0.459745238
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.637168142,0.784070486,0.591332317
dw01,stop,0.661764706,0.824871111,0.734272826
dw01,stop,0.62962963,0.779702574,0.643873125
dw01,stop,0.62962963,0.779702574,0.643873125
dw01,stop,0.62962963,0.779702574,0.643873125
dw01,stop,0.62962963,0.779702574,0.643873125
dw01,stop,0.554455446,0.597782589,0.508290556
dw01,stop,0.554455446,0.597782589,0.508290556
dw01,stop,0.554455446,0.597782589,0.508290556
dw01,stop,0.554455446,0.597782589,0.508290556
dw01,stop,0.554455446,0.597782589,0.508290556
